# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
init_time,track_id,sample,valid_time,lead_time,lead_time_hours,lat,lon,minimum_sea_level_pressure_hpa,maximum_sustained_wind_speed_knots,radius_of_maximum_winds_km,radius_34_knot_winds_ne_km,radius_34_knot_winds_se_km,radius_34_knot_winds_sw_km,radius_34_knot_winds_nw_km,radius_50_knot_winds_ne_km,radius_50_knot_winds_se_km,radius_50_knot_winds_sw_km,radius_50_knot_winds_nw_km,radius_64_knot_winds_ne_km,radius_64_knot_winds_se_km,radius_64_knot_winds_sw_km,radius_64_knot_winds_nw_km
2025-09-27 18:00:00,1,0.0,2025-09-28 12:00:00,0 days 18:00:00,18,11.87,-108.61,1008.7,22.7,81.30942838628145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-09-28 18:00:00,1 days 00:00:00,24,9.42,-109.24,1002.7,34.2,116.24412161922992,2.588440435734297,116.24412161922992,2.998964281643832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-09-29 00:00:00,1 days 06:00:00,30,10.32,-109.72,1008.2,30.1,43.981895620350585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-09-29 06:00:00,1 days 12:00:00,36,10.74,-110.5,1007.9,30.1,42.67253412728242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-09-29 12:00:00,1 days 18:00:00,42,10.9,-111.88,1003.7,34.3,85.81349018242659,0.0,0.0,2.8394246333732003,85.81349018242659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-09-29 18:00:00,2 days 00:00:00,48,10.35,-111.77,1010.1,29.4,126.97157924296609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-09-30 00:00:00,2 days 06:00:00,54,9.69,-112.31,1007.8,32.1,63.66500140085434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-09-30 06:00:00,2 days 12:00:00,60,10.19,-112.74,1006.9,33.7,88.44245946338027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-09-30 12:00:00,2 days 18:00:00,66,10.59,-113.02,1006.0,39.1,53.11501744638345,88.95130736032084,74.34629914800938,49.906158448919456,74.13229971329415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-09-30 18:00:00,3 days 00:00:00,72,10.75,-113.55,1004.7,49.6,18.3917869616266,97.1589902650624,66.31262905143292,34.34468460431901,77.08218700428334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-10-01 00:00:00,3 days 06:00:00,78,11.05,-114.23,1002.6,47.5,22.992605624759666,66.88699679350337,50.421226332861806,26.40490382339292,54.07593984656319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-10-01 06:00:00,3 days 12:00:00,84,11.53,-114.4,1004.3,44.2,60.75346838386316,65.73560410863998,57.99578049809676,38.00395260734609,48.86925353135612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-10-01 12:00:00,3 days 18:00:00,90,11.84,-115.31,1000.1,53.4,35.72132323894717,106.63992273152272,79.81995726417188,46.66391162166162,86.74760535922346,35.72132323894717,16.363162662882107,9.37966099791074,14.980526386882104,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-10-01 18:00:00,4 days 00:00:00,96,12.13,-115.72,1003.0,48.6,36.420360236395865,74.36162955551771,44.392039230969466,24.40907312356806,64.81213198672405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-10-02 00:00:00,4 days 06:00:00,102,12.35,-116.53,994.0,61.2,18.71347349127849,103.49029576624795,86.38941760078272,80.21058278349639,92.8964733729484,44.58443727986163,33.950555521158684,23.979471846791093,33.25776414183036,0.0,0.0,0.0,0.0
2025-09-27 18:00:00,1,0.0,2025-10-02 06:00:00,4 days 12:00:00,108,12.85,-117.28,997.4,56.0,22.527602345437977,120.766717777615,97.65404932618064,80.65382129532098,98.10899744965973,43.67935481843246,33.95763517140033,20.771687366325324,33.539258226642644,0.0,0.0,0.0,0.0
