WP, 90, 2018090900, 83, EE01,   0, 212N, 1230E,  34, 1004,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01,  12, 214N, 1224E,  39, 1004,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01,  24, 208N, 1215E,  39, 1004,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01,  36, 205N, 1203E,  39, 1002,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01,  48, 203N, 1184E,  40, 1001,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01,  60, 200N, 1165E,  41,  997,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01,  72, 198N, 1143E,  49,  991,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01,  84, 194N, 1125E,  51,  988,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01,  96, 198N, 1103E,  43,  989,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01, 108, 200N, 1078E,  54,  989,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01, 120, 201N, 1049E,  25,  997,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01, 132, 203N, 1001E,  12, 1005,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01, 144, 217N,  982E,   7, 1008,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01, 156, 234N,  945E,  13, 1003,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE01, 168, 241N,  936E,  10, 1006,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02,   0, 211N, 1222E,  30, 1006,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02,  12, 222N, 1231E,  36, 1006,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02,  24, 219N, 1219E,  36, 1007,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02,  36, 210N, 1213E,  32, 1006,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02,  48, 200N, 1185E,  30, 1007,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02,  60, 203N, 1182E,  23, 1006,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02,  72, 205N, 1158E,  23, 1005,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02,  84, 208N, 1143E,  22, 1004,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02,  96, 207N, 1119E,  27, 1004,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02, 108, 209N, 1100E,  21, 1003,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE02, 120, 212N, 1073E,  17, 1004,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE03,   0, 210N, 1229E,  30, 1006,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE03,  12, 217N, 1224E,  39, 1007,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE03,  24, 212N, 1216E,  36, 1007,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE03,  36, 204N, 1212E,  33, 1006,   ,  34, NEQ,    0,    0,    0,    0,
WP, 90, 2018090900, 83, EE03,  48, 205N, 1195E,  34, 1005,   ,  34, NEQ,    0,    0,    0,    0,
